Subject,MatPath,ErrorLoading,TimePoints,RawROIs,RawROIsMatchExpected,NaNsCount,NaNsPct,ZerosCount,ZerosPct,NullChannelsCount,NullChannelsPct
041_S_4510,ROISignals_041_S_4510.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
041_S_4513,ROISignals_041_S_4513.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
041_S_4874,ROISignals_041_S_4874.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
041_S_4876,ROISignals_041_S_4876.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
041_S_4974,ROISignals_041_S_4974.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
053_S_0919,ROISignals_053_S_0919.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
053_S_2357,ROISignals_053_S_2357.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
053_S_2396,ROISignals_053_S_2396.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
053_S_4557,ROISignals_053_S_4557.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
053_S_4578,ROISignals_053_S_4578.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
053_S_4661,ROISignals_053_S_4661.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
053_S_4813,ROISignals_053_S_4813.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
053_S_5070,ROISignals_053_S_5070.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
053_S_5208,ROISignals_053_S_5208.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
053_S_6598,ROISignals_053_S_6598.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
053_S_6861,ROISignals_053_S_6861.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
053_S_7086,ROISignals_053_S_7086.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
053_S_7109,ROISignals_053_S_7109.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
057_S_6746,ROISignals_057_S_6746.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
057_S_6869,ROISignals_057_S_6869.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
068_S_2184,ROISignals_068_S_2184.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
068_S_2187,ROISignals_068_S_2187.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
068_S_2315,ROISignals_068_S_2315.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
068_S_4061,ROISignals_068_S_4061.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
068_S_4067,ROISignals_068_S_4067.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
068_S_4332,ROISignals_068_S_4332.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
068_S_4431,ROISignals_068_S_4431.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
082_S_2121,ROISignals_082_S_2121.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
082_S_6690,ROISignals_082_S_6690.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
094_S_2201,ROISignals_094_S_2201.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
094_S_2238,ROISignals_094_S_2238.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
098_S_6601,ROISignals_098_S_6601.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
098_S_6655,ROISignals_098_S_6655.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
098_S_6658,ROISignals_098_S_6658.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
099_S_2146,ROISignals_099_S_2146.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
100_S_0069,ROISignals_100_S_0069.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
100_S_1286,ROISignals_100_S_1286.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
100_S_2351,ROISignals_100_S_2351.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
100_S_4469,ROISignals_100_S_4469.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
100_S_4511,ROISignals_100_S_4511.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
100_S_4512,ROISignals_100_S_4512.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
100_S_4556,ROISignals_100_S_4556.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
100_S_4884,ROISignals_100_S_4884.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
100_S_4970,ROISignals_100_S_4970.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
100_S_5106,ROISignals_100_S_5106.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
100_S_5246,ROISignals_100_S_5246.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
100_S_6164,ROISignals_100_S_6164.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
100_S_6273,ROISignals_100_S_6273.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
100_S_6308,ROISignals_100_S_6308.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
100_S_6349,ROISignals_100_S_6349.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
100_S_6493,ROISignals_100_S_6493.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
100_S_6578,ROISignals_100_S_6578.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
100_S_6713,ROISignals_100_S_6713.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
109_S_4380,ROISignals_109_S_4380.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
114_S_2392,ROISignals_114_S_2392.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
114_S_4404,ROISignals_114_S_4404.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
114_S_5047,ROISignals_114_S_5047.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
114_S_6347,ROISignals_114_S_6347.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
114_S_6368,ROISignals_114_S_6368.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
114_S_6595,ROISignals_114_S_6595.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
116_S_4199,ROISignals_116_S_4199.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
116_S_6100,ROISignals_116_S_6100.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
116_S_6543,ROISignals_116_S_6543.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_0072,ROISignals_123_S_0072.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_0106,ROISignals_123_S_0106.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_0298,ROISignals_123_S_0298.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_1300,ROISignals_123_S_1300.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_4127,ROISignals_123_S_4127.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_4170,ROISignals_123_S_4170.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_6118,ROISignals_123_S_6118.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_6825,ROISignals_123_S_6825.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_6888,ROISignals_123_S_6888.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
123_S_6891,ROISignals_123_S_6891.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
126_S_4507,ROISignals_126_S_4507.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
126_S_4514,ROISignals_126_S_4514.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
126_S_4891,ROISignals_126_S_4891.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
126_S_4896,ROISignals_126_S_4896.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
126_S_6683,ROISignals_126_S_6683.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
126_S_6721,ROISignals_126_S_6721.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
127_S_2234,ROISignals_127_S_2234.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
127_S_4197,ROISignals_127_S_4197.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
127_S_4210,ROISignals_127_S_4210.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
127_S_4301,ROISignals_127_S_4301.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
127_S_4765,ROISignals_127_S_4765.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
127_S_4928,ROISignals_127_S_4928.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
127_S_6433,ROISignals_127_S_6433.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
127_S_6549,ROISignals_127_S_6549.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
128_S_2036,ROISignals_128_S_2036.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
128_S_2123,ROISignals_128_S_2123.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
128_S_2130,ROISignals_128_S_2130.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
128_S_2220,ROISignals_128_S_2220.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
128_S_4842,ROISignals_128_S_4842.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
129_S_2332,ROISignals_129_S_2332.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
129_S_6763,ROISignals_129_S_6763.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
129_S_6784,ROISignals_129_S_6784.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
130_S_0969,ROISignals_130_S_0969.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_2391,ROISignals_130_S_2391.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_2402,ROISignals_130_S_2402.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_2403,ROISignals_130_S_2403.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4294,ROISignals_130_S_4294.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4343,ROISignals_130_S_4343.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4352,ROISignals_130_S_4352.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4405,ROISignals_130_S_4405.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4415,ROISignals_130_S_4415.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4417,ROISignals_130_S_4417.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4468,ROISignals_130_S_4468.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4542,ROISignals_130_S_4542.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4589,ROISignals_130_S_4589.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4605,ROISignals_130_S_4605.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4641,ROISignals_130_S_4641.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4660,ROISignals_130_S_4660.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4730,ROISignals_130_S_4730.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4817,ROISignals_130_S_4817.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4883,ROISignals_130_S_4883.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4925,ROISignals_130_S_4925.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4971,ROISignals_130_S_4971.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4982,ROISignals_130_S_4982.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4984,ROISignals_130_S_4984.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4990,ROISignals_130_S_4990.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_4997,ROISignals_130_S_4997.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_5006,ROISignals_130_S_5006.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_5059,ROISignals_130_S_5059.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_5231,ROISignals_130_S_5231.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
130_S_6019,ROISignals_130_S_6019.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6027,ROISignals_130_S_6027.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6035,ROISignals_130_S_6035.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6037,ROISignals_130_S_6037.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6043,ROISignals_130_S_6043.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6047,ROISignals_130_S_6047.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6072,ROISignals_130_S_6072.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6105,ROISignals_130_S_6105.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6111,ROISignals_130_S_6111.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6137,ROISignals_130_S_6137.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6161,ROISignals_130_S_6161.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6319,ROISignals_130_S_6319.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6361,ROISignals_130_S_6361.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6372,ROISignals_130_S_6372.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6388,ROISignals_130_S_6388.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6390,ROISignals_130_S_6390.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6391,ROISignals_130_S_6391.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6469,ROISignals_130_S_6469.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6558,ROISignals_130_S_6558.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6604,ROISignals_130_S_6604.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6611,ROISignals_130_S_6611.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6612,ROISignals_130_S_6612.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6639,ROISignals_130_S_6639.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6646,ROISignals_130_S_6646.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6647,ROISignals_130_S_6647.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
130_S_6823,ROISignals_130_S_6823.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
131_S_0384,ROISignals_131_S_0384.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
131_S_5138,ROISignals_131_S_5138.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
131_S_6143,ROISignals_131_S_6143.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
131_S_6616,ROISignals_131_S_6616.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
131_S_7032,ROISignals_131_S_7032.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
135_S_4356,ROISignals_135_S_4356.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
135_S_4489,ROISignals_135_S_4489.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
135_S_4722,ROISignals_135_S_4722.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
135_S_4723,ROISignals_135_S_4723.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
135_S_6284,ROISignals_135_S_6284.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
135_S_6389,ROISignals_135_S_6389.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
135_S_6545,ROISignals_135_S_6545.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
135_S_6687,ROISignals_135_S_6687.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
135_S_6840,ROISignals_135_S_6840.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
135_S_7003,ROISignals_135_S_7003.mat,False,200,170,True,800,2.3529411764705883,0,0.0,0,0.0
136_S_4269,ROISignals_136_S_4269.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4408,ROISignals_136_S_4408.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4433,ROISignals_136_S_4433.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4517,ROISignals_136_S_4517.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4726,ROISignals_136_S_4726.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4727,ROISignals_136_S_4727.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4836,ROISignals_136_S_4836.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4848,ROISignals_136_S_4848.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4932,ROISignals_136_S_4932.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4956,ROISignals_136_S_4956.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
136_S_4993,ROISignals_136_S_4993.mat,False,140,170,True,560,2.3529411764705883,0,0.0,0,0.0
141_S_2333,ROISignals_141_S_2333.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
141_S_4160,ROISignals_141_S_4160.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
168_S_6142,ROISignals_168_S_6142.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
168_S_6735,ROISignals_168_S_6735.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
168_S_6754,ROISignals_168_S_6754.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
168_S_6827,ROISignals_168_S_6827.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
168_S_6828,ROISignals_168_S_6828.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
168_S_6843,ROISignals_168_S_6843.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
168_S_6921,ROISignals_168_S_6921.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
168_S_6938,ROISignals_168_S_6938.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
177_S_6328,ROISignals_177_S_6328.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
177_S_6335,ROISignals_177_S_6335.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
177_S_6408,ROISignals_177_S_6408.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
177_S_6409,ROISignals_177_S_6409.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
177_S_6420,ROISignals_177_S_6420.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
177_S_6448,ROISignals_177_S_6448.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6056,ROISignals_301_S_6056.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6224,ROISignals_301_S_6224.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6297,ROISignals_301_S_6297.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6326,ROISignals_301_S_6326.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6501,ROISignals_301_S_6501.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6508,ROISignals_301_S_6508.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6592,ROISignals_301_S_6592.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6615,ROISignals_301_S_6615.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6698,ROISignals_301_S_6698.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6777,ROISignals_301_S_6777.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
301_S_6811,ROISignals_301_S_6811.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6157,ROISignals_305_S_6157.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6188,ROISignals_305_S_6188.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6313,ROISignals_305_S_6313.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6438,ROISignals_305_S_6438.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6498,ROISignals_305_S_6498.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6742,ROISignals_305_S_6742.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6744,ROISignals_305_S_6744.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6810,ROISignals_305_S_6810.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6845,ROISignals_305_S_6845.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6850,ROISignals_305_S_6850.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6871,ROISignals_305_S_6871.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6877,ROISignals_305_S_6877.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6881,ROISignals_305_S_6881.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
305_S_6899,ROISignals_305_S_6899.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
941_S_4036,ROISignals_941_S_4036.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
941_S_4187,ROISignals_941_S_4187.mat,False,197,170,True,788,2.3529411764705883,0,0.0,0,0.0
